order_no,id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,filled_avg_price,qty,filled_qty,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs,trail_percent,trail_price,hwm,asset_id,symbol,current_price,pnl
1782,75d239ee-db37-4339-b4df-38c8414ab0e9,2023-06-06 10:30:22.841399+00:00,2023-06-06 10:30:22.863533+00:00,2023-06-06 10:30:22.840279+00:00,2023-06-06 10:30:22.843453+00:00,,,,,1822.0857,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,17.534299999999803
1783,46258fa1-b60a-455e-a052-f643578f6195,2023-06-06 10:30:22.793144+00:00,2023-06-06 10:54:21.314372+00:00,2023-06-06 10:30:22.792096+00:00,2023-06-06 10:54:21.299882+00:00,,,,,1820.996911923,1.0,1.0,limit,buy,gtc,1820.996911923,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.62308807699992
1784,ab8a35fb-58c1-4297-937c-c76939a39437,2023-06-06 10:30:20.912646+00:00,2023-06-06 10:30:20.963783+00:00,2023-06-06 10:30:20.911479+00:00,2023-06-06 10:30:20.914877+00:00,,,,,109.8302,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,17.45639999999986
1785,8dfd6a3a-14bd-4034-8c53-6957189dad94,2023-06-06 10:30:20.868213+00:00,2023-06-06 11:23:38.813593+00:00,2023-06-06 10:30:20.867008+00:00,2023-06-06 11:23:38.805287+00:00,,,,,109.565576095,5.0,5.0,limit,buy,gtc,109.565576095,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,6.172119524999999
1786,f64221d1-dcb5-4966-87d7-1f140f2bc479,2023-06-06 10:30:18.936505+00:00,2023-06-06 10:30:18.963537+00:00,2023-06-06 10:30:18.935284+00:00,2023-06-06 10:30:18.938876+00:00,,,,,88.241,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,13.838000000000108
1787,b0f37240-f56e-4a92-b3fe-bf7891fc43b4,2023-06-06 10:30:18.897161+00:00,2023-06-06 11:14:46.763858+00:00,2023-06-06 10:30:18.895889+00:00,2023-06-06 11:14:46.736050+00:00,,,,,87.875492991,14.0,14.0,limit,buy,gtc,87.875492991,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,13.923098126000042
1788,a98ca065-274b-475c-a976-62ea9ee5e254,2023-06-06 10:30:16.224333+00:00,2023-06-06 10:30:16.264458+00:00,2023-06-06 10:30:16.223164+00:00,2023-06-06 10:30:16.226618+00:00,,,,,14.168117108,141.0,141.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-75.87451222799997
1789,eeca5d75-686c-45fd-b9fd-b4d8e4f4ed7e,2023-06-06 10:30:16.184175+00:00,2023-06-06 10:30:16.213598+00:00,2023-06-06 10:30:16.182971+00:00,2023-06-06 10:30:16.187885+00:00,,,,,14.135439,62.0,62.0,limit,buy,gtc,14.152122359,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-31.337217999999943
1790,203cdb7f-b7e0-4d21-b4c3-dddd4e835a69,2023-06-06 10:25:23.523077+00:00,2023-06-06 10:25:23.563899+00:00,2023-06-06 10:25:23.521901+00:00,2023-06-06 10:25:23.525403+00:00,,,,,1821.1614141,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.45858589999989
1791,9971aed4-391b-46d6-b1ed-c252c8706d84,2023-06-06 10:25:23.480351+00:00,2023-06-06 10:25:28.263542+00:00,2023-06-06 10:25:23.479019+00:00,2023-06-06 10:25:28.260355+00:00,,,,,1820.980468294,1.0,1.0,limit,buy,gtc,1820.980468294,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.639531705999843
1792,d8b0cdbc-441b-4452-b17a-91f2912fd24e,2023-06-06 10:25:20.888569+00:00,2023-06-06 10:25:20.913296+00:00,2023-06-06 10:25:20.887202+00:00,2023-06-06 10:25:20.891269+00:00,,,,,88.2256631,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,14.175411799999978
1793,d1febedb-b472-4313-9311-5bfd27cb2fd9,2023-06-06 10:25:20.842875+00:00,2023-06-06 11:14:46.763968+00:00,2023-06-06 10:25:20.841348+00:00,2023-06-06 11:14:46.736055+00:00,,,,,87.864515822,14.0,14.0,limit,buy,gtc,87.864515822,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,14.076778492000045
1794,dd32d855-30ff-4c95-8a3c-87abcf0e1777,2023-06-06 10:25:19.064020+00:00,2023-06-06 10:25:19.113822+00:00,2023-06-06 10:25:19.062843+00:00,2023-06-06 10:25:19.066949+00:00,,,,,14.174230471,141.0,141.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-76.73649641099982
1795,16877bfe-7381-4176-b222-b79274b5a367,2023-06-06 10:25:19.020524+00:00,2023-06-06 10:26:38.764164+00:00,2023-06-06 10:25:19.018985+00:00,2023-06-06 10:26:38.726131+00:00,,,,,14.148938843,77.0,77.0,limit,buy,gtc,14.148938843,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-39.95829091099993
1796,7338d859-e61d-4bb5-b154-18e66caf46fd,2023-06-06 10:25:17.117358+00:00,2023-06-06 10:25:17.163978+00:00,2023-06-06 10:25:17.115901+00:00,2023-06-06 10:25:17.119896+00:00,,,,,109.8,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,18.0
1797,6f86b48a-35c6-449e-bfcd-8e2600f8a4f4,2023-06-06 10:25:17.071579+00:00,2023-06-06 11:23:38.814023+00:00,2023-06-06 10:25:17.070231+00:00,2023-06-06 11:23:38.805290+00:00,,,,,109.562590394,5.0,5.0,limit,buy,gtc,109.562590394,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,6.18704803
1798,1d77bcd5-f4f8-438d-98cf-de103e2b4afe,2023-06-06 10:20:20.813932+00:00,2023-06-06 10:20:20.864587+00:00,2023-06-06 10:20:20.812386+00:00,2023-06-06 10:20:20.816540+00:00,,,,,14.164310649,141.0,141.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-75.337801509
1799,3afbb63d-6429-45b4-ab35-04aa27639709,2023-06-06 10:20:20.773624+00:00,2023-06-06 10:20:41.914225+00:00,2023-06-06 10:20:20.772529+00:00,2023-06-06 10:20:41.863104+00:00,,,,,14.146091112,94.0,94.0,limit,buy,gtc,14.146091112,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-48.512564527999984
1800,1b2c2285-be77-4524-b9d0-b99452239c45,2023-06-06 10:20:18.289065+00:00,2023-06-06 10:20:18.313897+00:00,2023-06-06 10:20:18.287899+00:00,2023-06-06 10:20:18.291270+00:00,,,,,109.90625,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,16.08749999999995
1801,e7a5b9bf-c0da-4bb9-b221-454657675d82,2023-06-06 10:20:18.242474+00:00,2023-06-06 11:23:38.814280+00:00,2023-06-06 10:20:18.241197+00:00,2023-06-06 11:23:38.805293+00:00,,,,,109.558156967,5.0,5.0,limit,buy,gtc,109.558156967,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,6.209215164999975
1802,db90f931-f8c1-4b45-8cdd-86109cfd0a0a,2023-06-06 10:20:15.461830+00:00,2023-06-06 10:20:15.514343+00:00,2023-06-06 10:20:15.460736+00:00,2023-06-06 10:20:15.464167+00:00,,,,,88.2456539,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,13.735614200000242
1803,a9aeff75-9792-4dc5-a08a-19daf5584a41,2023-06-06 10:20:15.420981+00:00,2023-06-06 11:14:46.763667+00:00,2023-06-06 10:20:15.419691+00:00,2023-06-06 11:14:46.736058+00:00,,,,,87.852181199,15.0,15.0,limit,buy,gtc,87.852181199,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,15.267282015000063
1804,785fd027-581a-4f11-91f7-eb3295ddbce2,2023-06-06 10:20:12.859065+00:00,2023-06-06 10:20:12.864110+00:00,2023-06-06 10:20:12.857856+00:00,2023-06-06 10:20:12.861090+00:00,,,,,20.1296,99.0,99.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-293.00039999999984
1805,c548db69-46f1-4db7-9734-2163ff98a3ad,2023-06-06 10:20:12.815600+00:00,2023-06-06 10:23:14.114578+00:00,2023-06-06 10:20:12.814073+00:00,2023-06-06 10:23:14.070641+00:00,,,,,20.114617821,15.0,15.0,limit,buy,gtc,20.114617821,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-44.16926731499997
1806,e5610b7d-f048-4ad7-a2a6-731ef00a2e29,2023-06-06 10:15:19.436176+00:00,2023-06-06 10:15:19.464363+00:00,2023-06-06 10:15:19.434878+00:00,2023-06-06 10:15:19.438750+00:00,,,,,109.62524029,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,21.145674780000064
1807,a1ae403b-252b-409f-88b2-3d2ef1fb98ba,2023-06-06 10:15:19.395125+00:00,2023-06-06 11:23:38.814481+00:00,2023-06-06 10:15:19.393911+00:00,2023-06-06 11:23:38.805298+00:00,,,,,109.557280239,5.0,5.0,limit,buy,gtc,109.557280239,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,6.213598805000018
1808,1795e079-0933-483d-a2e6-ae0f63a08287,2023-06-06 10:15:16.543147+00:00,2023-06-06 10:15:16.564185+00:00,2023-06-06 10:15:16.536177+00:00,2023-06-06 10:15:16.545456+00:00,,,,,88.1718,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,15.360399999999998
1809,9c04b9bd-9b84-4cf7-bcc8-d826e0648f6f,2023-06-06 10:15:16.495583+00:00,2023-06-06 11:23:34.263803+00:00,2023-06-06 10:15:16.494158+00:00,2023-06-06 11:23:34.255323+00:00,,,,,87.841491556,15.0,15.0,limit,buy,gtc,87.841491556,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,15.427626660000158
1810,3308ed6e-5136-4864-8d18-4c611fd58a21,2023-06-06 10:15:14.569469+00:00,2023-06-06 10:15:14.613838+00:00,2023-06-06 10:15:14.568245+00:00,2023-06-06 10:15:14.571735+00:00,,,,,20.156,99.0,99.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-295.6139999999997
1811,b0b15d64-fb3a-4e63-8ba9-399b909c6414,2023-06-06 10:15:14.527403+00:00,2023-06-06 10:23:23.414192+00:00,2023-06-06 10:15:14.526061+00:00,2023-06-06 10:23:23.377030+00:00,,,,,20.112045046,20.0,20.0,limit,buy,gtc,20.112045046,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-58.84090091999994
1812,4194a45b-8d97-43b1-a914-b851ce4c3848,2023-06-06 10:15:12.419900+00:00,2023-06-06 10:15:12.463725+00:00,2023-06-06 10:15:12.418627+00:00,2023-06-06 10:15:12.422246+00:00,,,,,1822.5,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,17.11999999999989
1813,d98b8414-6a80-430e-a2f8-1c5b43ca3ae4,2023-06-06 10:15:12.364676+00:00,2023-06-06 10:20:24.763277+00:00,2023-06-06 10:15:12.363563+00:00,2023-06-06 10:20:24.759493+00:00,,,,,1820.790598161,1.0,1.0,limit,buy,gtc,1820.790598161,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.829401838999956
1814,92595c37-cf70-4a5f-93f0-9e527c831653,2023-06-06 10:10:26.103068+00:00,2023-06-06 10:10:26.114322+00:00,2023-06-06 10:10:26.101674+00:00,2023-06-06 10:10:26.106341+00:00,,,,,20.1271,99.0,99.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-292.7528999999997
1815,36071f36-f986-450c-a599-ae49f3e241bd,2023-06-06 10:10:26.056876+00:00,2023-06-06 10:23:23.414405+00:00,2023-06-06 10:10:26.055151+00:00,2023-06-06 10:23:23.377034+00:00,,,,,20.111046185,25.0,25.0,limit,buy,gtc,20.111046185,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-73.52615462499995
1816,e813fc81-96b5-4ebc-bcce-39aef63610f5,2023-06-06 10:10:23.712589+00:00,2023-06-06 10:10:23.764103+00:00,2023-06-06 10:10:23.711383+00:00,2023-06-06 10:10:23.715032+00:00,,,,,14.167092239,142.0,142.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-76.26709793799995
1817,9991d255-982c-4cdb-9e12-2fff3f7984c7,2023-06-06 10:10:23.671914+00:00,2023-06-06 10:10:23.714204+00:00,2023-06-06 10:10:23.670711+00:00,2023-06-06 10:10:23.674478+00:00,,,,,14.115376,112.0,112.0,limit,buy,gtc,14.147199876,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-54.362111999999854
1818,3a0bba56-afd3-44b5-a3fb-859863b32c5e,2023-06-06 10:10:21.055342+00:00,2023-06-06 10:10:21.064313+00:00,2023-06-06 10:10:21.054151+00:00,2023-06-06 10:10:21.058892+00:00,,,,,109.66466,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,20.43611999999999
1819,898dd566-ddbe-4a94-8d02-020892615985,2023-06-06 10:10:21.011361+00:00,2023-06-06 11:23:38.814664+00:00,2023-06-06 10:10:21.009977+00:00,2023-06-06 11:23:38.805301+00:00,,,,,109.555858284,5.0,5.0,limit,buy,gtc,109.555858284,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,6.220708580000007
1820,3cd3afcc-fc20-47ca-a34c-da5fb838ad81,2023-06-06 10:10:18.885811+00:00,2023-06-06 10:10:18.914332+00:00,2023-06-06 10:10:18.884374+00:00,2023-06-06 10:10:18.888162+00:00,,,,,1821.17656,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.443439999999782
1821,828f5003-ae0f-4665-ad49-6e78f207a93d,2023-06-06 10:10:18.843572+00:00,2023-06-06 10:10:32.114577+00:00,2023-06-06 10:10:18.842364+00:00,2023-06-06 10:10:32.092069+00:00,,,,,1820.726292662,1.0,1.0,limit,buy,gtc,1820.726292662,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.893707337999786
1822,581d8fda-8cf6-49a3-bb3d-4f313b71bc31,2023-06-06 10:10:16.322819+00:00,2023-06-06 10:10:16.363975+00:00,2023-06-06 10:10:16.321615+00:00,2023-06-06 10:10:16.325217+00:00,,,,,88.13,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,16.2800000000002
1823,ab62b66e-77a1-4a86-af28-75d0dbe7494e,2023-06-06 10:10:16.278996+00:00,2023-06-06 11:23:34.263938+00:00,2023-06-06 10:10:16.277603+00:00,2023-06-06 11:23:34.255327+00:00,,,,,87.831508515,15.0,15.0,limit,buy,gtc,87.831508515,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,15.57737227500013
1824,b70ab881-86bb-4f45-9d7e-aef160bcc083,2023-06-06 10:05:24.148910+00:00,2023-06-06 10:05:24.164162+00:00,2023-06-06 10:05:24.147630+00:00,2023-06-06 10:05:24.151209+00:00,,,,,88.21532359,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,14.402881020000166
1825,ce076e4c-6c74-4ead-a15d-42a9465f5100,2023-06-06 10:05:24.106491+00:00,2023-06-06 11:23:34.263502+00:00,2023-06-06 10:05:24.105191+00:00,2023-06-06 11:23:34.255329+00:00,,,,,87.817751631,15.0,15.0,limit,buy,gtc,87.817751631,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,15.783725535000173
1826,4e2c3f84-a0ed-48af-aa37-3ac6ab5458c8,2023-06-06 10:05:21.675242+00:00,2023-06-06 10:05:21.714552+00:00,2023-06-06 10:05:21.673932+00:00,2023-06-06 10:05:21.677299+00:00,,,,,14.156578794,141.0,141.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-74.24760995399984
1827,73ec6e5f-b0db-42d9-8f78-6d6b7766da32,2023-06-06 10:05:21.629670+00:00,2023-06-06 10:05:21.714262+00:00,2023-06-06 10:05:21.628340+00:00,2023-06-06 10:05:21.676941+00:00,,,,,14.136616163,131.0,131.0,limit,buy,gtc,14.147654016,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-66.36671735299981
1828,27663047-9007-46c6-aa32-74f980bebe28,2023-06-06 10:05:19.810505+00:00,2023-06-06 10:05:19.863504+00:00,2023-06-06 10:05:19.808822+00:00,2023-06-06 10:05:19.813228+00:00,,,,,1821.6070261,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.012973899999906
1829,e58e4923-e02a-4db8-8e08-a1660246d442,2023-06-06 10:05:19.764229+00:00,2023-06-06 10:09:25.613933+00:00,2023-06-06 10:05:19.762989+00:00,2023-06-06 10:09:25.607354+00:00,,,,,1820.506164433,1.0,1.0,limit,buy,gtc,1820.506164433,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,19.113835566999796
1830,b521d221-eae5-4515-9b11-fbccefed6a27,2023-06-06 10:05:17.975584+00:00,2023-06-06 10:05:18.014321+00:00,2023-06-06 10:05:17.974377+00:00,2023-06-06 10:05:17.978212+00:00,,,,,20.15677925,99.0,99.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-295.6911457499998
1831,14756f0e-cb97-48ce-a8c6-a9609c7878a6,2023-06-06 10:05:17.934011+00:00,2023-06-06 10:23:23.414543+00:00,2023-06-06 10:05:17.932823+00:00,2023-06-06 10:23:23.377039+00:00,,,,,20.107796277,30.0,30.0,limit,buy,gtc,20.107796277,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-88.1338883099999
1832,47364d9d-3f1a-4ce2-aa41-2c5d06364829,2023-06-06 10:05:15.796631+00:00,2023-06-06 10:05:15.814314+00:00,2023-06-06 10:05:15.795302+00:00,2023-06-06 10:05:15.798767+00:00,,,,,109.6533596,18.0,18.0,market,buy,gtc,,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,20.639527199999918
1833,6f4d00ac-ba8a-4984-8788-1f960fe2eb13,2023-06-06 10:05:15.749338+00:00,2023-06-06 11:23:38.814806+00:00,2023-06-06 10:05:15.747990+00:00,2023-06-06 11:23:38.805306+00:00,,,,,109.554549814,6.0,6.0,limit,buy,gtc,109.554549814,,filled,False,,,,,f0a05db3-5c93-4524-8a32-2f2b8d4f12fc,BCH/USD,110.8,7.472701115999996
1834,9c53bab8-3265-41d3-99d2-6f033702d371,2023-06-06 10:00:24.134132+00:00,2023-06-06 10:00:24.164509+00:00,2023-06-06 10:00:24.132720+00:00,2023-06-06 10:00:24.136539+00:00,,,,,88.0779744,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,17.42456320000005
1835,f758a488-b9db-4ae6-b99a-bac5d2e65114,2023-06-06 10:00:24.085033+00:00,2023-06-06 11:23:45.113808+00:00,2023-06-06 10:00:24.083545+00:00,2023-06-06 11:23:45.061776+00:00,,,,,87.808077871,16.0,16.0,limit,buy,gtc,87.808077871,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,16.990754064000157
1836,55fbc82f-a729-4429-b078-66593c35e4f8,2023-06-06 10:00:22.051331+00:00,2023-06-06 10:00:22.064158+00:00,2023-06-06 10:00:22.049903+00:00,2023-06-06 10:00:22.053962+00:00,,,,,14.147654016,141.0,141.0,market,buy,gtc,,,filled,False,,,,,0515189d-1933-4a94-89ce-4e9a24356d58,AVAX/USD,13.63,-72.98921625599998
1837,3b8115fd-9148-422f-a6d2-40c7b44cadb8,2023-06-06 10:00:20.126580+00:00,2023-06-06 10:00:20.163875+00:00,2023-06-06 10:00:20.125287+00:00,2023-06-06 10:00:20.128668+00:00,,,,,1819.87,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,19.75
1838,88b2312c-ac89-4101-95b8-416e3de8b2aa,2023-06-06 10:00:20.074636+00:00,2023-06-06 10:00:20.113652+00:00,2023-06-06 10:00:20.073394+00:00,2023-06-06 10:00:20.077492+00:00,,,,,1820.66879,1.0,1.0,limit,buy,gtc,1820.9797033,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.951209999999946
1839,e75eae11-20a4-4728-bfec-3e12d1ac42be,2023-06-06 10:00:18.172946+00:00,2023-06-06 10:00:18.213993+00:00,2023-06-06 10:00:18.171805+00:00,2023-06-06 10:00:18.175164+00:00,,,,,20.13939487,99.0,99.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-293.97009212999984
1840,1ef75d4b-6c3c-4f9d-bfa1-55bdba11583d,2023-06-06 10:00:18.130124+00:00,2023-06-06 10:23:50.013890+00:00,2023-06-06 10:00:18.128467+00:00,2023-06-06 10:23:49.973369+00:00,,,,,20.105379026,35.0,35.0,limit,buy,gtc,20.105379026,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-102.73826591
1841,2f216c39-ae42-45ea-b098-3ec37f0f43b6,2023-06-06 09:55:21.729840+00:00,2023-06-06 09:55:21.764293+00:00,2023-06-06 09:55:21.728733+00:00,2023-06-06 09:55:21.732409+00:00,,,,,1820.9797033,1.0,1.0,market,buy,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,18.640296699999908
1842,8daae777-9556-46f5-8dc4-01c6deeec378,2023-06-06 09:55:19.349069+00:00,2023-06-06 09:55:19.364143+00:00,2023-06-06 09:55:19.347927+00:00,2023-06-06 09:55:19.351368+00:00,,,,,20.163,99.0,99.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-296.30699999999985
1843,8429270c-6d90-4f6b-a782-961536fe7fc3,2023-06-06 09:55:19.303526+00:00,2023-06-06 10:29:40.813698+00:00,2023-06-06 09:55:19.302122+00:00,2023-06-06 10:29:40.779302+00:00,,,,,20.100600988,40.0,40.0,limit,buy,gtc,20.100600988,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-117.22403951999993
1844,13897acb-f666-41c9-9d41-83ddb33a412d,2023-06-06 09:55:16.938173+00:00,2023-06-06 09:55:16.963363+00:00,2023-06-06 09:55:16.936678+00:00,2023-06-06 09:55:16.940574+00:00,,,,,88.02665,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,18.55370000000002
1845,608e0478-6372-4ac9-bac3-eb37cd1782c6,2023-06-06 09:55:16.895036+00:00,2023-06-06 11:23:45.114010+00:00,2023-06-06 09:55:16.893531+00:00,2023-06-06 11:23:45.061779+00:00,,,,,87.799638746,16.0,16.0,limit,buy,gtc,87.799638746,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,17.125780064000082
1846,1deeaa36-79b9-4be3-9363-526b1eaf19b5,2023-06-06 09:50:18.064530+00:00,2023-06-06 09:50:18.113523+00:00,2023-06-06 09:50:18.063342+00:00,2023-06-06 09:50:18.067453+00:00,,,,,1819.0723957,0.9982,0.9982,market,sell,gtc,,,filled,False,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,1839.62,-20.510618612259876
1847,ebfdab8f-18f8-4f44-8d5f-cfff9880a46f,2023-06-06 09:50:15.317225+00:00,2023-06-06 09:50:15.363920+00:00,2023-06-06 09:50:15.315708+00:00,2023-06-06 09:50:15.319386+00:00,,,,,20.149,99.0,99.0,market,buy,gtc,,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-294.92099999999994
1848,4b9b927a-d5f4-47a6-bed1-f6eb6a1dfa96,2023-06-06 09:50:15.273145+00:00,2023-06-06 10:29:40.813975+00:00,2023-06-06 09:50:15.271914+00:00,2023-06-06 10:29:40.779306+00:00,,,,,20.096224768,45.0,45.0,limit,buy,gtc,20.096224768,,filled,False,,,,,9226ef75-ba41-4a4b-a1b4-96e1a1b818f0,SOL/USD,17.17,-131.68011455999988
1849,355ad110-3859-40ad-87a9-3ad446486542,2023-06-06 09:50:13.224330+00:00,2023-06-06 09:50:13.263843+00:00,2023-06-06 09:50:13.223198+00:00,2023-06-06 09:50:13.226733+00:00,,,,,87.958105682,22.0,22.0,market,buy,gtc,,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,20.061674996000193
1850,5cb85457-edc1-4af2-83e7-dd39e675e779,2023-06-06 09:50:13.172955+00:00,2023-06-06 11:23:45.113471+00:00,2023-06-06 09:50:13.171771+00:00,2023-06-06 11:23:45.061784+00:00,,,,,87.793274575,16.0,16.0,limit,buy,gtc,87.793274575,,filled,False,,,,,19c466e7-e8f7-43e0-a8c5-f17ec9f5de8d,LTC/USD,88.87,17.227606800000103
